SUMLEV,REGION,DIVISION,STATE,NAME,CENSUS2000POP,ESTIMATESBASE2000,POPESTIMATE2000,POPESTIMATE2001,POPESTIMATE2002,POPESTIMATE2003,POPESTIMATE2004,POPESTIMATE2005,POPESTIMATE2006,POPESTIMATE2007,NPOPCHG_2000,NPOPCHG_2001,NPOPCHG_2002,NPOPCHG_2003,NPOPCHG_2004,NPOPCHG_2005,NPOPCHG_2006,NPOPCHG_2007,BIRTHS2000,BIRTHS2001,BIRTHS2002,BIRTHS2003,BIRTHS2004,BIRTHS2005,BIRTHS2006,BIRTHS2007,DEATHS2000,DEATHS2001,DEATHS2002,DEATHS2003,DEATHS2004,DEATHS2005,DEATHS2006,DEATHS2007,NATURALINC2000,NATURALINC2001,NATURALINC2002,NATURALINC2003,NATURALINC2004,NATURALINC2005,NATURALINC2006,NATURALINC2007,INTERNATIONALMIG2000,INTERNATIONALMIG2001,INTERNATIONALMIG2002,INTERNATIONALMIG2003,INTERNATIONALMIG2004,INTERNATIONALMIG2005,INTERNATIONALMIG2006,INTERNATIONALMIG2007,INTERNALMIG2000,INTERNALMIG2001,INTERNALMIG2002,INTERNALMIG2003,INTERNALMIG2004,INTERNALMIG2005,INTERNALMIG2006,INTERNALMIG2007,NETMIG2000,NETMIG2001,NETMIG2002,NETMIG2003,NETMIG2004,NETMIG2005,NETMIG2006,NETMIG2007,RESIDUAL2000,RESIDUAL2001,RESIDUAL2002,RESIDUAL2003,RESIDUAL2004,RESIDUAL2005,RESIDUAL2006,RESIDUAL2007,RBIRTH2001,RBIRTH2002,RBIRTH2003,RBIRTH2004,RBIRTH2005,RBIRTH2006,RBIRTH2007,RDEATH2001,RDEATH2002,RDEATH2003,RDEATH2004,RDEATH2005,RDEATH2006,RDEATH2007,RNATURALINC2001,RNATURALINC2002,RNATURALINC2003,RNATURALINC2004,RNATURALINC2005,RNATURALINC2006,RNATURALINC2007,RINTERNATIONALMIG2001,RINTERNATIONALMIG2002,RINTERNATIONALMIG2003,RINTERNATIONALMIG2004,RINTERNATIONALMIG2005,RINTERNATIONALMIG2006,RINTERNATIONALMIG2007,RINTERNALMIG2001,RINTERNALMIG2002,RINTERNALMIG2003,RINTERNALMIG2004,RINTERNALMIG2005,RINTERNALMIG2006,RINTERNALMIG2007,RNETMIG2001,RNETMIG2002,RNETMIG2003,RNETMIG2004,RNETMIG2005,RNETMIG2006,RNETMIG2007
040,2,4,38,North Dakota,642200,642200,641236,636385,633861,633159,636814,635938,637460,639715,-964,-4851,-2524,-702,3655,-876,1522,2255,1883,7694,7682,7861,8080,8250,8608,8572,1384,5958,6012,5999,5867,5748,5480,5574,499,1736,1670,1862,2213,2502,3128,2998,264,624,224,-581,1001,456,756,440,-1712,-6769,-4033,-1356,967,-3370,-2122,-1136,-1448,-6145,-3809,-1937,1968,-2914,-1366,-696,-15,-442,-385,-627,-526,-464,-240,-47,12.044260387,12.095294927,12.408643905,12.724679974,12.964033842,13.519732244,13.42337581,9.3267095641,9.4658829864,9.4694637812,9.2395665105,9.032395942,8.606892739,8.7286393799,2.717550823,2.6294119407,2.9391801234,3.485113463,3.9316378996,4.912839505,4.69473643,0.9768155032,0.3526875896,-0.917112595,1.576411467,0.7165575069,1.1873742538,0.6890206902,-10.59625664,-6.349951112,-2.140455557,1.5228670216,-5.2956114,-3.332815035,-1.778926146,-9.619441133,-5.997263522,-3.057568152,3.0992784886,-4.579053893,-2.145440781,-1.089905455
040,2,3,39,Ohio,11353140,11353145,11364143,11392869,11414816,11435980,11452808,11459776,11463513,11466917,10998,28726,21947,21164,16828,6968,3737,3404,38934,154466,148647,148609,150433,148186,149346,150259,25115,109209,108482,107936,109786,109550,108296,108494,13819,45257,40165,40673,40647,38636,41050,41765,3839,15298,14332,11700,12354,11883,12723,12332,-7139,-37657,-37284,-32599,-37518,-44613,-53196,-51842,-3300,-22359,-22952,-20899,-25164,-32730,-40473,-39510,479,5828,4734,1390,1345,1062,3160,1149,13.575244413,13.034816993,13.006899191,13.144689007,12.934900751,13.030067369,13.105641717,9.5978329668,9.5127585285,9.4470232022,9.59299374,9.5624308459,9.4485568803,9.4628840366,3.9774114458,3.5220584641,3.5598759886,3.5516952667,3.3724699056,3.5815104892,3.6427576805,1.3444647303,1.256769374,1.0240343487,1.0794804863,1.0372466065,1.1100501329,1.0756012862,-3.309485446,-3.269424319,-2.853204764,-3.278286295,-3.894191943,-4.641218806,-4.52167709,-1.965020715,-2.012654945,-1.829170415,-2.198805808,-2.856945336,-3.531168673,-3.446075804
040,3,7,40,Oklahoma,3450654,3450654,3454058,3464818,3485515,3499937,3516552,3535926,3577536,3617316,3404,10760,20697,14422,16615,19374,41610,39780,12098,49561,50376,50627,50937,51858,53100,54235,8055,35007,35080,35020,35737,35623,33638,33651,4043,14554,15296,15607,15200,16235,19462,20584,2108,7148,5754,2460,7167,5478,6556,5475,-2812,-9506,1030,-1363,-4105,-316,15395,13578,-704,-2358,6784,1097,3062,5162,21951,19053,65,-1436,-1383,-2282,-1647,-2023,197,143,14.32631543,14.495996091,14.494981857,14.519227494,14.706320247,14.929439421,15.076057159,10.119273709,10.094480365,10.026552326,10.186576221,10.102264764,9.4575608895,9.3541882446,4.2070417218,4.4015157259,4.4684295304,4.3326512733,4.6040554823,5.4718785312,5.7218689141,2.0662315671,1.6557480052,0.704320923,2.0429020839,1.5534965157,1.8432656279,1.5219215072,-2.74784517,0.2963886766,-0.390239601,-1.170100887,-0.089613892,4.3284128038,3.7743653379,-0.681613603,1.9521366818,0.3140813222,0.8728011973,1.463882624,6.1716784317,5.2962868451
040,4,9,41,Oregon,3421399,3421436,3431096,3472224,3521520,3556956,3583027,3629959,3691084,3747455,9660,41128,49296,35436,26071,46932,61125,56371,11632,45631,45068,45758,45654,45968,47744,49191,7034,30033,30944,30684,30829,30874,31087,31285,4598,15598,14124,15074,14825,15094,16657,17906,3772,14664,14138,12199,11499,11531,11978,11848,1174,13700,23468,11723,2509,22965,34026,26811,4946,28364,37606,23922,14008,34496,46004,38659,116,-2834,-2434,-3560,-2762,-2658,-1536,-194,13.220015876,12.888089698,12.928771673,12.788265742,12.745900242,13.042950301,13.225984296,8.7010308084,8.8490513808,8.6696627918,8.6355947906,8.5606709898,8.4925057809,8.4115980302,4.5189850681,4.0390383177,4.2591088816,4.1526709517,4.1852292518,4.55044452,4.8143862659,4.2483906294,4.0430418957,3.4467871333,3.2210160724,3.1972888898,3.2722113502,3.1855717904,3.9691047206,6.7111406995,3.3122949064,0.7028027938,6.3676818449,9.2953968444,7.2086736387,8.2174953501,10.754182595,6.7590820397,3.9238188662,9.5649707347,12.567608195,10.394245429
040,1,2,42,Pennsylvania,12281054,12281054,12285564,12287542,12305751,12327250,12348618,12367276,12402817,12432792,4510,1978,18209,21499,21368,18658,35541,29975,36223,145517,141875,143953,145810,144446,145824,146776,30297,131207,129467,128895,130135,129384,128144,128100,5926,14310,12408,15058,15675,15062,17680,18676,5278,20557,19537,16376,16358,16179,17191,16829,-7008,-24016,-6383,1582,-2858,-3264,4908,-7377,-1730,-3459,13154,17958,13500,12915,22099,9452,314,-8873,-7353,-11517,-7807,-9319,-4238,1847,11.843598445,11.53769851,11.687816681,11.81802399,11.688511045,11.774198829,11.819802768,10.678910513,10.528642911,10.465229145,10.547551965,10.469700186,10.346670883,10.315833205,1.1646879316,1.009055599,1.2225875361,1.2704720255,1.2188108591,1.4275279467,1.5039695624,1.6731299657,1.5888071597,1.3295984521,1.325829754,1.3091980407,1.3880448491,1.3552315146,-1.954657258,-0.519084614,0.1284455759,-0.231643321,-0.264121541,0.3962843418,-0.594066367,-0.281527292,1.0697225459,1.458044028,1.0941864335,1.0450765002,1.7843291909,0.761165148
040,1,1,44,Rhode Island,1048319,1048319,1050807,1058474,1066888,1072629,1072859,1066721,1061641,1057832,2488,7667,8414,5741,230,-6138,-5080,-3809,3127,12425,12380,12681,13257,12575,12738,12687,2282,9855,9773,9912,9923,9989,9773,9809,845,2570,2607,2769,3334,2586,2965,2878,1068,3799,3504,2776,3230,3025,3310,3162,512,2188,3074,1583,-5657,-10922,-10996,-10031,1580,5987,6578,4359,-2427,-7897,-7686,-6869,63,-890,-771,-1387,-677,-827,-359,182,11.781265749,11.649780132,11.854077345,12.358027638,11.754643435,11.969768301,11.971843944,9.3444164149,9.1965509875,9.2656426661,9.2501099983,9.337346582,9.1835881302,9.2560745053,2.436849334,2.453229144,2.5884346794,3.1079176393,2.4172968527,2.7861801705,2.7157694389,3.6021753384,3.2973206447,2.5949782124,3.0109699984,2.8276577646,3.1103731414,2.9837605858,2.0746406003,2.8926836934,1.4797732385,-5.273392347,-10.20948037,-10.33282872,-9.465560543,5.6768159387,6.1900043381,4.0747514509,-2.262422349,-7.381822601,-7.222455579,-6.481799957
040,3,5,45,South Carolina,4012012,4011816,4023628,4062933,4104683,4146770,4201437,4254989,4330108,4407709,11812,39305,41750,42087,54667,53552,75119,77601,13209,56161,55225,54975,56067,56947,58197,58943,8515,37063,37122,37820,37763,38327,39678,40545,4694,19098,18103,17155,18304,18620,18519,18398,2392,6891,5056,331,8167,5697,7086,5339,4536,14431,19466,26189,29438,30344,49736,53993,6928,21322,24522,26520,37605,36041,56822,59332,190,-1115,-875,-1588,-1242,-1109,-222,-129,13.889958908,13.522917826,13.324925925,13.43210584,13.46833757,13.557680245,13.491470467,9.1665666035,9.0900453694,9.1668703682,9.0469726014,9.0645859137,9.2434599166,9.2803500005,4.7233923048,4.4328724563,4.158055557,4.3851332388,4.4037516558,4.3142203286,4.2111204664,1.7043091618,1.2380601635,0.0802282943,1.9565878038,1.347377722,1.6507676034,1.2220443619,3.5691315505,4.7666295771,6.3477305149,7.0525323581,7.1765542559,11.586590111,12.358464362,5.2734407123,6.0046897406,6.4279588092,9.009120162,8.5239319779,13.237357714,13.580508724
040,2,4,46,South Dakota,754844,754844,755713,758852,761995,766882,774129,780046,788467,796214,869,3139,3143,4887,7247,5917,8421,7747,2625,10486,10464,10767,11261,11580,11664,11957,1596,6989,6959,6851,7067,7061,6561,6658,1029,3497,3505,3916,4194,4519,5103,5299,209,777,570,168,821,592,723,601,-348,-1717,-1413,414,1730,200,1740,1910,-139,-940,-843,582,2551,792,2463,2511,-21,582,481,389,502,606,855,-63,13.846880127,13.760753054,14.084847898,14.615080619,14.901796773,14.872685148,15.09073435,9.2290525662,9.1514794059,8.9621336445,9.1719007846,9.0864928338,8.3658853959,8.4029530234,4.617827561,4.6092736482,5.1227142537,5.4431798345,5.8153039394,6.5067997524,6.6877813263,1.026037179,0.7495823051,0.2197691508,1.0655342499,0.7618189715,0.9218922636,0.758512281,-2.267317679,-1.858175083,0.5415739788,2.2452792355,0.2573712741,2.2186618791,2.4105797949,-1.2412805,-1.108592778,0.7613431296,3.3108134854,1.0191902456,3.1405541427,3.1690920759
040,3,6,47,Tennessee,5689283,5689262,5703415,5754637,5801841,5853371,5912063,5989309,6074913,6156719,14153,51222,47204,51530,58692,77246,85604,81806,19280,79276,77683,77713,79660,80361,82226,83056,12954,55474,55693,56332,57291,56841,57628,58285,6326,23802,21990,21381,22369,23520,24598,24771,2789,9996,8868,5960,8910,7814,8673,7919,4876,11728,11761,20934,24201,42940,52024,48665,7665,21724,20629,26894,33111,50754,60697,56584,162,5696,4585,3255,3212,2972,309,451,13.837605205,13.444061417,13.335321571,13.541361925,13.504493432,13.631380457,13.580526294,9.6829722888,9.6384036728,9.6664050384,9.7388672615,9.5520079534,9.553537725,9.5302082339,4.1546329167,3.8056577445,3.6689165328,3.8024946636,3.9524854781,4.077842732,4.0503180606,1.7447992032,1.5347236416,1.0227184199,1.514606261,1.3131259152,1.4378051067,1.2948394785,2.0471193533,2.035395213,3.5922126513,4.1139153898,7.2159747632,8.624509728,7.9572374316,3.7919185565,3.5701188546,4.6149310712,5.6285216508,8.5291006785,10.062314835,9.2520769101
040,3,7,48,Texas,20851820,20851799,20948843,21340494,21730350,22085973,22454811,22843999,23407629,23904380,97044,391651,389856,355623,368838,389188,563630,496751,85914,365028,368004,375681,380612,383997,393084,407335,35327,152907,155417,152305,155068,155195,157869,160552,50587,212121,212587,223376,225544,228802,235215,246783,35467,136214,127511,99972,113079,107240,114026,109086,10679,41118,47293,31417,33212,54690,222389,141280,46146,177332,174804,131389,146291,161930,336415,250366,311,2198,2465,858,-2997,-1544,-8000,-398,17.263358846,17.088311527,17.147992998,17.090493962,16.953955303,16.99762871,17.219095473,7.2314683013,7.2168077319,6.9519754088,6.9629667947,6.8520563785,6.8265272738,6.7869449382,10.031890545,9.871503795,10.196017589,10.127527167,10.101898924,10.171101437,10.432150535,6.4420021529,5.9209891499,4.563230922,5.0775487023,4.7347822161,4.9306804941,4.6113450815,1.9446036716,2.1960563392,1.4340317877,1.4913073825,2.4146329672,9.6164831214,5.9722680557,8.3866058245,8.1170454891,5.9972627096,6.5688560848,7.1494151833,14.547163616,10.583613137
040,4,8,49,Utah,2233169,2233198,2244431,2292177,2336872,2373260,2430841,2505013,2579535,2645330,11233,47746,44695,36388,57581,74172,74522,65795,12350,47689,48200,49727,50730,50659,53310,54523,2983,12524,13003,13100,13537,13197,13165,13545,9367,35165,35197,36627,37193,37462,40145,40978,2579,10257,9657,7858,8281,7978,8466,8202,-807,-6144,-4034,-8219,-2517,9458,18315,24657,1772,4113,5623,-361,5764,17436,26781,32859,94,8468,3875,122,14624,19274,7596,-8042,21.024077901,20.82501179,21.114907183,21.119456065,20.526944273,20.96941557,20.870587087,5.5213057862,5.6180005872,5.5624768053,5.6356017494,5.3474029013,5.1784347399,5.1848229571,15.502772115,15.207011203,15.552430378,15.483854315,15.179541372,15.790980831,15.68576413,4.521880665,4.1723472791,3.3366368501,3.4474712334,3.2326726034,3.3300895183,3.13960265,-2.708631647,-1.742906588,-3.489923425,-1.047854739,3.8323661924,7.2041801946,9.4383299856,1.8132490178,2.4294406907,-0.153286575,2.3996164943,7.0650387957,10.534269713,12.577932636
040,1,1,50,Vermont,608827,608827,609909,612225,615250,617101,618794,619736,620778,621254,1082,2316,3025,1851,1693,942,1042,476,1654,6546,6331,6518,6663,6514,6336,6569,1176,5162,5075,5118,5151,5137,4858,5041,478,1384,1256,1400,1512,1377,1478,1528,185,845,786,644,647,619,671,649,386,616,1450,555,-117,-583,-898,-1788,571,1461,2236,1199,530,36,-227,-1139,33,-529,-467,-748,-349,-471,-209,87,10.712409605,10.31548504,10.578155087,10.782469385,10.518921625,10.215120506,10.577827302,8.4475188482,8.2690075154,8.3060751361,8.3356595827,8.2953178365,7.8322372823,8.1173431924,2.2648907567,2.046477525,2.2720799512,2.4468098018,2.2236037884,2.3828832242,2.4604841099,1.3828270877,1.2806778142,1.0451567776,1.0470145118,0.9995720733,1.081809637,1.0450616409,1.0080727645,2.3625735758,0.9007174092,-0.189336473,-0.941438641,-1.447786966,-2.879152872,2.3908998522,3.64325139,1.9458741868,0.857678039,0.0581334324,-0.365977329,-1.834091231
040,3,5,51,Virginia,7078515,7079030,7104992,7190468,7281659,7370557,7464033,7557588,7640249,7712091,25962,85476,91191,88898,93476,93555,82661,71842,24065,99007,98840,99926,103096,103687,105395,106703,13145,56498,56730,56839,58135,57824,58185,59248,10920,42509,42110,43087,44961,45863,47210,47455,8584,27467,19956,3864,30752,20595,26954,21455,6519,15901,29002,41047,20423,28961,10393,2959,15103,43368,48958,44911,51175,49556,37347,24414,-61,-401,123,900,-2660,-1864,-1896,-27,13.851530486,13.659360507,13.639711563,13.899406724,13.805034756,13.869736858,13.900551968,7.9043276677,7.839898033,7.7584168838,7.8377629581,7.6987696601,7.6570106654,7.7184324995,5.9472028182,5.8194624743,5.8812946792,6.0616437664,6.1062650962,6.2127261925,6.1821194684,3.8427584702,2.7578530785,0.5274287521,4.1459858345,2.7420476126,3.5470837067,2.7950136592,2.2246223626,4.0079803059,5.6028385058,2.7534296533,3.8559087598,1.3676946265,0.3854786958,6.0673808328,6.7658333844,6.1302672579,6.8994154877,6.5979563724,4.9147783333,3.1804923549
040,4,9,53,Washington,5894121,5894140,5911652,5990518,6061872,6118988,6189869,6270838,6374910,6468424,17512,78866,71354,57116,70881,80969,104072,93514,20649,80606,78934,79520,81755,81708,86025,87864,10502,44434,44739,45169,45789,46201,46225,46950,10147,36172,34195,34351,35966,35507,39800,40914,7611,27049,23967,16110,24203,21124,23465,21422,-486,17367,14459,9370,13484,27671,42617,31009,7125,44416,38426,25480,37687,48795,66082,52431,240,-1722,-1267,-2715,-2772,-3333,-1810,169,13.544756964,13.098480882,13.056549373,13.283930425,13.114504659,13.605363637,13.682428566,7.4665376146,7.4240876706,7.416389319,7.4400084427,7.4154700853,7.3107577345,7.3111857093,6.0782193499,5.6743932116,5.6401600544,5.8439219824,5.6990345732,6.2946059023,6.3712428564,4.5452215856,3.977136485,2.6451334306,3.9326153517,3.3904978265,3.7111288316,3.3358939353,2.9182913704,2.3993581356,1.5384792207,2.1909426684,4.4413210262,6.7401311492,4.8288084698,7.463512956,6.3764946206,4.1836126513,6.1235580201,7.8318188527,10.451259981,8.1647024052
040,3,5,54,West Virginia,1808344,1808350,1807050,1798860,1800090,1803223,1804618,1805626,1808699,1812035,-1300,-8190,1230,3133,1395,1008,3073,3336,5118,20657,20609,20723,21180,20691,20949,20849,4891,21220,20839,20760,21514,21137,20609,20747,227,-563,-230,-37,-334,-446,340,102,149,725,595,398,649,532,627,571,-1691,-7020,2055,4509,2324,2307,2765,2553,-1542,-6295,2650,4907,2973,2839,3392,3124,15,-1332,-1190,-1737,-1244,-1385,-659,110,11.45730204,11.45278484,11.502192566,11.741093912,11.462383152,11.592206014,11.516449427,11.769567183,11.580599897,11.522729222,11.926246195,11.709457865,11.404065766,11.46010726,-0.312265143,-0.127815057,-0.020536656,-0.185152284,-0.247074713,0.1881402475,0.0563421671,0.4021176347,0.3306519957,0.2209078146,0.3597719523,0.2947169222,0.3469527505,0.3154056608,-3.893607994,1.1419997499,2.5026968237,1.288305111,1.2780299614,1.530022895,1.4102112997,-3.491490359,1.4726517456,2.7236046383,1.6480770633,1.5727468836,1.8769756455,1.7256169605
040,2,3,55,Wisconsin,5363675,5363715,5374399,5408512,5445115,5475267,5510199,5540473,5572660,5601640,10684,34113,36603,30152,34932,30274,32187,28980,17338,68808,68516,69176,70771,70380,72089,73029,10724,47011,46607,46719,46500,46282,45490,45415,6614,21797,21909,22457,24271,24098,26599,27614,2348,9447,9043,7738,7334,7281,7652,7523,1534,822,4121,455,1438,-2123,-5133,-6732,3882,10269,13164,8193,8772,5158,2519,791,188,2047,1530,-498,1889,1018,3069,575,12.762416383,12.625456909,12.669153881,12.884478455,12.737686903,12.973659183,13.070885872,8.7195377946,8.588281134,8.556294093,8.465730994,8.3763231775,8.1867102643,8.1284733719,4.0428785882,4.0371757754,4.1128597882,4.4187474614,4.3613637252,4.7869489189,4.9424125001,1.7522170034,1.6663554036,1.4171665423,1.3352187336,1.3177479161,1.3771094074,1.3464825537,0.1524634674,0.7593774874,0.0833304183,0.2618004553,-0.384230027,-0.923771901,-1.20490769,1.9046804708,2.4257328909,1.5004969606,1.5970191888,0.9335178892,0.4533375062,0.1415748637
040,4,8,56,Wyoming,493782,493782,493985,493032,497204,499368,503258,506541,512757,522830,203,-953,4172,2164,3890,3283,6216,10073,1516,6204,6266,6670,6740,7114,7192,7390,960,4003,4129,4049,4137,4078,4087,4226,556,2201,2137,2621,2603,3036,3105,3164,134,382,195,-194,547,286,432,278,-497,-3161,2152,175,1054,338,2886,6654,-363,-2779,2347,-19,1601,624,3318,6932,10,-375,-312,-438,-314,-377,-207,-23,12.571212046,12.655568975,13.38588682,13.444694233,14.089932749,14.111672936,14.272098819,8.1113091264,8.339426157,8.1258554324,8.252329383,8.0768548988,8.0192446174,8.1615547511,4.4599029196,4.3161428185,5.2600313876,5.1923648499,6.0130778501,6.0924283183,6.1105440682,0.7740494845,0.3938455075,-0.389334639,1.0911346803,0.5664493627,0.8476422008,0.5368935686,-6.405158169,4.3464386268,0.3512039271,2.1024788904,0.6694401559,5.6627208137,12.850682753,-5.631108684,4.7402841343,-0.038130712,3.1936135708,1.2358895186,6.5103630145,13.387576321
